doc_id,year,agency,doc_type,section_type,section_number,layout_list_number,text,layout_type,layout_type_and_number,page_number,element_number_within_page,row
plans-2023-dhs-equity-action-plan_text_66_part_of_layout_list_6.p10.7,2023,dhs-equity-action-plan,plans,text,66,part_of_layout_list_6,"5. Filing Complaints and Seeking Redress in DHS Programs and Activities. DHS continues to enhance communication with the public regarding the ability to file complaints concerning DHS programs and seek redress without retaliation, how these processes work, and what individuals can expect from these processes.",Text,Text 66 - part of layout list 6,10,7,70
plans-2023-dhs-equity-action-plan_text_67_part_of_layout_list_6.p10.8,2023,dhs-equity-action-plan,plans,text,67,part_of_layout_list_6,"OPE, CRCL, and the DHS Office of the Immigration Detention Ombudsman (OIDO) continue to hold engagement events for the public, including underserved communities, to provide more information about the various DHS complaint processes.",Text,Text 67 - part of layout list 6,10,8,71
plans-2023-dhs-equity-action-plan_text_68_part_of_layout_list_6.p10.9,2023,dhs-equity-action-plan,plans,text,68,part_of_layout_list_6,"In March 2023, CRCL launched a new online complaint portal, with prompts available in 10 languages. The portal accepts complaints in any language and also notes the availability of interpreters and translators for any language.",Text,Text 68 - part of layout list 6,10,9,72
plans-2023-dhs-equity-action-plan_text_69_part_of_layout_list_6.p10.10,2023,dhs-equity-action-plan,plans,text,69,part_of_layout_list_6,"In accordance with Section 9(c) of Executive Order 14074, Advancing Effective Accountable Policing and Criminal Justice Practices to Enhance Public Trust and Public Safety, DHS law enforcement agencies will continue to ensure that effective",Text,Text 69 - part of layout list 6,10,10,73
plans-2023-dhs-equity-action-plan_text_70.p11.0,2023,dhs-equity-action-plan,plans,text,70,NA,"procedures are in place for receiving, investigating, and responding meaningfully to complaints alleging improper profiling or bias by law enforcement officers and agents. DHS agencies will be reviewing and adopting new, or updating as necessary, procedures that, at a minimum, address the intake, investigation, and response to complaints.",Text,Text 70,11,0,74
plans-2023-dhs-equity-action-plan_text_71_part_of_layout_list_7.p11.2,2023,dhs-equity-action-plan,plans,text,71,part_of_layout_list_7,"6. Airport Screening. In furtherance of TSA's mission to protect the Nation's transportation systems and facilitate lawful travel, TSA has enhanced and standardized training for its screening officers and has improved its screening technology capabilities to reduce the possibility of bias against travelers and increase safety.",Text,Text 71 - part of layout list 7,11,2,75
plans-2023-dhs-equity-action-plan_text_72_part_of_layout_list_7.p11.3,2023,dhs-equity-action-plan,plans,text,72,part_of_layout_list_7,TSA deployed new Advanced Imaging Technology (AIT) software for screening systems at airports across the country. This update eliminates the need for Transportation Security Officers to determine a passenger's gender prior to AIT screening and is projected to reduce the instances of enhanced screening for transgender persons and members of other underserved communities.,Text,Text 72 - part of layout list 7,11,3,76
plans-2023-dhs-equity-action-plan_text_73_part_of_layout_list_7.p11.4,2023,dhs-equity-action-plan,plans,text,73,part_of_layout_list_7,TSA has held multiple community engagements to enhance communication with the traveling public and increase awareness of security procedures.,Text,Text 73 - part of layout list 7,11,4,77
plans-2023-dhs-equity-action-plan_text_74_part_of_layout_list_7.p11.5,2023,dhs-equity-action-plan,plans,text,74,part_of_layout_list_7,7. Trusted Traveler Programs. DHS has taken steps to advance equity in its Trusted Traveler Programs.,Text,Text 74 - part of layout list 7,11,5,78
plans-2023-dhs-equity-action-plan_text_75_part_of_layout_list_7.p11.6,2023,dhs-equity-action-plan,plans,text,75,part_of_layout_list_7,"TSA updated the PreCheck application process by allowing individuals to select their gender marker based on self-attestation, regardless of sex assigned at birth. The application was updated to include additional gender marker options to better serve non-binary and gender non-conforming travelers.",Text,Text 75 - part of layout list 7,11,6,79
plans-2023-dhs-equity-action-plan_text_76_part_of_layout_list_7.p11.7,2023,dhs-equity-action-plan,plans,text,76,part_of_layout_list_7,8. Public Assistance. FEMA has advanced equity as a foundation for public assistance.,Text,Text 76 - part of layout list 7,11,7,80
plans-2023-dhs-equity-action-plan_text_77_part_of_layout_list_7.p11.8,2023,dhs-equity-action-plan,plans,text,77,part_of_layout_list_7,"In August 2022, FEMA's Office for Public Assistance released the Operational Draft of the Public Assistance Program Delivery Guide, which included considerations for FEMA recipients and applicants to conduct response and recovery efforts in an equitable manner. The Guide includes a performance metric for the prioritization of communities rated as highly socially vulnerable, including underserved rural areas.",Text,Text 77 - part of layout list 7,11,8,81
plans-2023-dhs-equity-action-plan_text_78_part_of_layout_list_7.p11.9,2023,dhs-equity-action-plan,plans,text,78,part_of_layout_list_7,"From April 2021 through August 2022, FEMA's Office for Equal Rights worked with the Office for Public Assistance on its mission to ensure an equitable response to the COVID-19 pandemic. FEMA established the Civil Rights Advisory Group as part of the agency's commitment to the COVID-19 vaccination mission amid the ongoing battle against the pandemic. The advisory group's mission is to evaluate the policies, practices, strategies, and plans in place to ensure equity in vaccine access and administration.",Text,Text 78 - part of layout list 7,11,9,82
plans-2023-dhs-equity-action-plan_text_79_part_of_layout_list_7.p11.10,2023,dhs-equity-action-plan,plans,text,79,part_of_layout_list_7,9. Achieving Equitable Outcomes for Disaster Survivors. FEMA continues to advance equitable outcomes for disaster survivors.,Text,Text 79 - part of layout list 7,11,10,83
plans-2023-dhs-equity-action-plan_text_80_part_of_layout_list_7.p11.11,2023,dhs-equity-action-plan,plans,text,80,part_of_layout_list_7,"FEMA is working to identify and include considerations for traditionally underserved or marginalized communities in the forms, processes, and online Grants Portal system that the agency uses to support applicants.",Text,Text 80 - part of layout list 7,11,11,84
plans-2023-dhs-equity-action-plan_text_81_part_of_layout_list_8.p12.1,2023,dhs-equity-action-plan,plans,text,81,part_of_layout_list_8,"FEMA is redeveloping the way it collects, documents, and processes information from applicants to be less burdensome, more effective, and more equitable in the distribution of Public Assistance.",Text,Text 81 - part of layout list 8,12,1,85
plans-2023-dhs-equity-action-plan_text_82_part_of_layout_list_8.p12.2,2023,dhs-equity-action-plan,plans,text,82,part_of_layout_list_8,"Moving forward, FEMA will work to clarify the recipient's legal responsibility and to structure a more comprehensive reporting process SO that recipients and subrecipients clearly understand their obligations to develop and report on their strategies for equitable response and recovery.",Text,Text 82 - part of layout list 8,12,2,86
plans-2023-dhs-equity-action-plan_text_83_part_of_layout_list_8.p12.3,2023,dhs-equity-action-plan,plans,text,83,part_of_layout_list_8,"The Office of Management and Budget (OMB) selected Recovering from a Disaster as a Life Experience Project in 2022. Discovery work was completed to inform how FEMA could create an equitable and less frustrating experience to survivors while they are enduring trauma. Based on recommendations made from the discovery work, the General Services Administration is currently partnering with FEMA to measure end-to-end burden placed on natural disaster survivors.",Text,Text 83 - part of layout list 8,12,3,87
plans-2023-dhs-equity-action-plan_text_84_part_of_layout_list_8.p12.4,2023,dhs-equity-action-plan,plans,text,84,part_of_layout_list_8,"10. Nonprofit Security Grant Program (NSGP). NSGP provides funding for physical security enhancements to nonprofit organizations, including houses of worship, that are at high risk of terrorist attack. FEMA has improved equitable access to NSGP funding by improving participation from nonprofit organizations serving underserved communities and embedding equity considerations in the grant review process.",Text,Text 84 - part of layout list 8,12,4,88
